,Name,Division,OverallScore,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
57605,Shahna Elert,I-Women,33369,6097,81,11446,62,3630,249,4958,167,9194,76,4141
18399,Anna Llewellyn,I-Women,33379,6098,93,5693,60,4558,202,8927,182,8093,60,6108
20789,Mary Koludrovic,I-Women,33381,6099,79,12579,60,4558,202,8927,240,1414,63,5903
60323,Sarah Gatewood,I-Women,33382,6100,85,9354,60,4558,249,4958,182,8093,58,6419
22527,Jane Drexler,I-Women,33383,6101,82,10897,60,4558,253,4667,153,10302,82,2959
50283,Heather White,I-Women,33398,6102,96,4546,36,13981,239,5838,222,5878,81,3155
25982,Jessica Mushalansky,I-Women,33421,6103,97,4201,48,12099,226,7028,212,6335,78,3758
5568,Christine Cook,I-Women,33429,6104,75,14267,84,619,241,5642,185,7891,70,5010
68233,Camille Porter,I-Women,33435,6105,92,6096,55,10874,216,7529,240,1414,52,7522
81235,Nora Sluzas,I-Women,33437,6106,50,19942,60,4558,272,3566,240,1414,77,3957
37178,Dee Brklacich,I-Women,33443,6107,108,1271,42,13068,218,7420,230,5576,60,6108
16400,April Kavanaugh,I-Women,33444,6108,89,7552,60,4558,236,6216,217,6106,33,9012
74298,Anna Rape,I-Women,33448,6109,71,15925,80,907,227,6995,240,1414,48,8207
43671,Jan Bostic,I-Women,33452,6110,88,7921,60,4558,210,8104,217,6106,56,6763
34998,Sarah Neely,I-Women,33454,6111,107,1420,45,12577,202,8927,240,1414,32,9116
24073,Jeanae Morris,I-Women,33454,6111,84,9875,61,4006,247,5136,201,6915,52,7522
11241,Stephanie Fletcher,I-Women,33461,6113,86,8844,60,4558,194,9850,240,1414,35,8795
12136,Tonya Link,I-Women,33464,6114,80,11989,71,1846,249,4958,225,5762,34,8909
17011,Lauren Mancuso,I-Women,33472,6115,90,7018,60,4558,201,9060,184,7961,71,4875
65638,jamie martinez,I-Women,33475,6116,90,7018,60,4558,226,7028,170,8968,63,5903
50214,Alicia Coleates,I-Women,33477,6117,91,6563,61,4006,245,5289,175,8607,33,9012
3893,Renee Patton,I-Women,33479,6118,82,10897,71,1846,249,4958,147,11054,72,4724
30522,Stephanie Sage,I-Women,33479,6118,93,5693,60,4558,195,9680,180,8233,68,5315
4088,MORGAN ROSS,I-Women,33481,6120,85,9354,60,4558,204,8671,240,1414,29,9484
26624,Susan Yudt,I-Women,33482,6121,85,9354,60,4558,167,11393,240,1414,56,6763
52998,Erin Carlson,I-Women,33485,6122,83,10353,63,3316,239,5838,170,8968,70,5010
80646,Missy Corrigan,I-Women,33485,6122,93,5693,60,4558,180,10379,202,6878,62,5977
48988,Allyson Brinkley,I-Women,33497,6124,80,11989,60,4558,237,6084,231,5551,68,5315
64011,Kiley Mack,I-Women,33524,6125,91,6563,60,4558,198,9426,223,5842,54,7135
23081,Kimberlee Colcord,I-Women,33524,6125,90,7018,60,4558,216,7529,205,6702,51,7717
9281,Kelsey Rebert,I-Women,33527,6127,80,11989,76,1224,255,4583,170,8968,56,6763
61608,Sara Ball,I-Women,33527,6127,92,6096,61,4006,232,6573,160,9717,54,7135
43147,Orly Ben Jacob,I-Women,33531,6129,80,11989,60,4558,233,6491,183,8031,85,2462
54716,Rie Bredelund Sørensen,I-Women,33533,6130,99,3645,60,4558,233,6491,2,14553,75,4286
22978,Kimberly Phillips,I-Women,33555,6131,84,9875,60,4558,240,5729,156,10043,80,3350
12183,Melissa Oshin,I-Women,33565,6132,88,7921,61,4006,187,10128,224,5810,65,5700
33856,Meredith Smith,I-Women,33570,6133,94,5284,60,4558,231,6651,184,7961,32,9116
73965,Eleni Conditt,I-Women,33572,6134,81,11446,60,4558,231,6651,177,8455,85,2462
58475,Julie Fournier,I-Women,33590,6135,88,7921,60,4558,248,5039,141,11455,73,4617
41370,Michelle Griese,I-Women,33593,6136,76,13820,61,4006,243,5431,234,5461,71,4875
13316,Maria Vittoria Lanari,I-Women,33594,6137,99,3645,60,4558,166,11488,171,8893,70,5010
34300,Carlotta Righi,I-Women,33595,6138,83,10353,61,4006,211,8025,195,7254,77,3957
36840,Dina Medina,I-Women,33602,6139,88,7921,60,4558,221,7285,190,7546,59,6292
42016,Jane Ngai,I-Women,33603,6140,87,8379,67,2460,211,8025,150,10598,76,4141
7589,Katie Hansen,I-Women,33603,6140,85,9354,60,4558,234,6412,182,8093,69,5186
45351,Amy Glasco,I-Women,33604,6142,90,7018,56,10703,237,6084,240,1414,46,8385
8413,Elice Stanley,I-Women,33605,6143,102,2584,60,4558,225,7094,163,9498,17,9871
59337,Stephanie Butler,I-Women,33607,6144,91,6563,60,4558,237,6084,136,11785,73,4617
2111,Rebecca Hape,I-Women,33609,6145,94,5284,60,4558,143,12482,240,1414,17,9871
34236,Gemma Barber,I-Women,33624,6146,101,2921,30,15161,207,8329,240,1414,64,5799
69667,Heather Szabo,I-Women,33628,6147,105,1819,34,14287,234,6412,211,6386,72,4724
59133,Dana King,I-Women,33628,6147,93,5693,41,13218,262,4231,225,5762,72,4724
2800,Stephanie Last,I-Women,33636,6149,71,15925,71,1846,269,3778,156,10043,88,2044
31096,Heidi White,I-Women,33638,6150,71,15925,73,1558,236,6216,240,1414,43,8525
48668,Misty Rhoads,I-Women,33643,6151,84,9875,62,3630,202,8927,195,7254,77,3957
57395,Jacqueline Stuart,I-Women,33644,6152,82,10897,60,4558,216,7529,240,1414,31,9246
58948,Amanda Brown,I-Women,33645,6153,97,4201,60,4558,196,9601,160,9717,66,5568
23164,Amanda Brull,I-Women,33648,6154,88,7921,55,10874,247,5136,230,5576,76,4141
37720,Heather Gustner,I-Women,33656,6155,94,5284,56,10703,231,6651,240,1414,28,9604
80528,Rebecca Smtih,I-Women,33657,6156,102,2584,51,11618,206,8508,181,8166,83,2781
6150,Cole Neilsen,I-Women,33659,6157,91,6563,60,4558,229,6896,201,6915,37,8727
30428,Raela Cuthers,I-Women,33665,6158,93,5693,61,4006,212,7938,171,8893,54,7135
48577,Carmen G. Villarreal,I-Women,33665,6158,80,11989,61,4006,239,5838,190,7546,75,4286
31877,Carly Nicol,I-Women,33674,6160,112,702,40,13381,204,8671,184,7961,82,2959
62051,Tamara Sandry,I-Women,33682,6161,107,1420,38,13672,243,5431,224,5810,53,7349
16208,Cheryl Frame,I-Women,33684,6162,88,7921,60,4558,175,10779,240,1414,33,9012
63433,Allana Lee,I-Women,33690,6163,75,14267,60,4558,205,8576,240,1414,71,4875
53552,Nicolle Wallace,I-Women,33691,6164,86,8844,62,3630,210,8104,172,8827,75,4286
80099,Cindy Hill,I-Women,33697,6165,90,7018,60,4558,233,6491,192,7423,48,8207
58567,Ida-Maria Leivo,I-Women,33705,6166,102,2584,60,4558,239,5838,150,10598,14,10127
54419,Lori Siracuse-Parker,I-Women,33709,6167,85,9354,60,4558,228,6933,226,5729,54,7135
16165,Anna Krupa,I-Women,33713,6168,93,5693,63,3316,141,12578,240,1414,3,10712
38153,Lisa del Rosario,I-Women,33714,6169,98,3908,47,12264,231,6651,230,5576,68,5315
54773,Mikaela Lindeke,I-Women,33718,6170,94,5284,60,4558,207,8329,210,6431,32,9116
66090,Amanda Sullivan,I-Women,33735,6171,93,5693,60,4558,225,7094,142,11380,70,5010
42238,KASSIDY FISHER,I-Women,33740,6172,84,9875,60,4558,257,4475,188,7697,54,7135
5011,Cassandra Earel,I-Women,33741,6173,92,6096,60,4558,1,16358,240,1414,68,5315
35073,kristel o'neill,I-Women,33746,6174,96,4546,60,4558,214,7738,153,10302,57,6602
64739,Megan Kestel,I-Women,33754,6175,92,6096,60,4558,172,10974,240,1414,3,10712
14544,Katelin Roy,I-Women,33757,6176,92,6096,60,4558,273,3461,119,12879,56,6763
26878,Natalie Groenenboom,I-Women,33788,6177,81,11446,61,4006,251,4834,198,7083,58,6419
23342,Doreen Ali,I-Women,33792,6178,90,7018,60,4558,195,9680,200,6968,66,5568
44241,Cat Driskill,I-Women,33800,6179,96,4546,60,4558,176,10698,184,7961,61,6037
19192,Desirae Smith,I-Women,33801,6180,102,2584,57,10520,235,6317,184,7961,58,6419
80136,Caitlin Keating-Bitonti,I-Women,33808,6181,85,9354,60,4558,258,4423,140,11516,77,3957
47333,Lindsey Peltier,I-Women,33814,6182,76,13820,60,4558,218,7420,240,1414,57,6602
3327,Christina Rivera,I-Women,33825,6183,85,9354,60,4558,217,7475,186,7821,73,4617
79697,Caitlin Plunkett,I-Women,33827,6184,81,11446,60,4558,201,9060,240,1414,53,7349
39591,Livie Szencziova,I-Women,33831,6185,91,6563,60,4558,234,6412,150,10598,65,5700
44061,Stacy Leavitt,I-Women,33839,6186,88,7921,56,10703,203,8791,240,1414,70,5010
32935,Chesley Hanback,I-Women,33851,6187,87,8379,60,4558,267,3897,150,10598,58,6419
22713,Tracy Gnivecki,I-Women,33861,6188,67,17273,61,4006,271,3646,240,1414,52,7522
20630,Amber Hoyt,I-Women,33869,6189,80,11989,67,2460,211,8025,233,5492,63,5903
34263,Rakel Fridriksdottir,I-Women,33874,6190,100,3270,30,15161,207,8329,240,1414,65,5700
36649,Anna Hakunti,I-Women,33892,6191,83,10353,60,4558,194,9850,240,1414,51,7717
42984,Tiffany Wingate,I-Women,33895,6192,86,8844,60,4558,231,6651,192,7423,58,6419
40639,Tsering Gendun,I-Women,33898,6193,82,10897,60,4558,215,7667,240,1414,30,9362
71222,Jody Hagarty,I-Women,33901,6194,117,328,48,12099,176,10698,240,1414,30,9362
32496,Krystalyn Geesey,I-Women,33907,6195,72,15499,63,3316,238,5961,240,1414,51,7717
39165,carmen mcgee,I-Women,33912,6196,87,8379,60,4558,218,7420,197,7136,58,6419
20619,Lindsey Bomba-Holcomb,I-Women,33916,6197,87,8379,60,4558,215,7667,174,8695,73,4617
62730,Amber Macy,I-Women,33917,6198,83,10353,50,11804,240,5729,240,1414,73,4617
23062,Jenny Kershaw,I-Women,33918,6199,85,9354,60,4558,218,7420,229,5621,55,6965
14013,Shannon Pizzi,I-Women,33923,6200,104,2074,47,12264,216,7529,209,6488,66,5568
21852,teresa george,I-Women,33937,6201,96,4546,35,14124,264,4134,240,1414,27,9719
47863,Kacey Elkins,I-Women,33937,6201,91,6563,60,4558,234,6412,161,9641,56,6763
17499,Lori Baldwin,I-Women,33938,6203,93,5693,36,13981,213,7840,240,1414,70,5010
60981,Maria Gaitan,I-Women,33954,6204,95,4890,60,4558,211,8025,130,12195,75,4286
19381,Mindi Dixon,I-Women,33962,6205,80,11989,60,4558,245,5289,240,1414,3,10712
12091,Nicole voelzke,I-Women,33970,6206,91,6563,35,14124,220,7331,240,1414,74,4538
21247,Deena Pugmire,I-Women,33971,6207,78,12962,60,4558,265,4091,189,7636,72,4724
21834,Ashley Griffin,I-Women,33999,6208,81,11446,74,1435,214,7738,164,9423,77,3957
31114,Fiona Goldrick,I-Women,34005,6209,100,3270,38,13672,194,9850,240,1414,64,5799
48827,Stacey Baker,I-Women,34016,6210,80,11989,60,4558,214,7738,204,6772,82,2959
53793,Leah Cabler,I-Women,34017,6211,80,11989,60,4558,234,6412,204,6772,75,4286
20866,Karina Hansen,I-Women,34028,6212,84,9875,60,4558,207,8329,214,6256,70,5010
16558,Amy Greene,I-Women,34029,6213,97,4201,53,11255,197,9529,202,6878,87,2166
28844,Rocio Gutierrez,I-Women,34031,6214,93,5693,60,4558,170,11170,199,7042,66,5568
61448,Yahng Boon Kim,I-Women,34032,6215,103,2314,57,10520,216,7529,220,5952,51,7717
18788,Jennifer Langosh,I-Women,34034,6216,76,13820,60,4558,244,5364,212,6335,77,3957
26982,Camille Perkins,I-Women,34045,6217,80,11989,60,4558,257,4475,218,6058,55,6965
9606,Katie Gunkel,I-Women,34046,6218,95,4890,60,4558,145,12417,225,5762,58,6419
38424,Sheila Doherty,I-Women,34050,6219,81,11446,60,4558,226,7028,240,1414,28,9604
2050,Linda Morgenthaler,I-Women,34055,6220,90,7018,61,4006,164,11703,199,7042,75,4286
62392,Janine Gantz,I-Women,34060,6221,84,9875,62,3630,207,8329,169,9071,81,3155
20406,Janelle Lee,I-Women,34061,6222,107,1420,45,12577,238,5961,211,6386,51,7717
40139,Linda Nugent,I-Women,34064,6223,84,9875,64,3065,176,10698,240,1414,33,9012
28644,Kelly Ducharme,I-Women,34078,6224,86,8844,60,4558,238,5961,175,8607,60,6108
53899,Aleta Wilson,I-Women,34079,6225,92,6096,60,4558,207,8329,184,7961,54,7135
9485,Liani Oistad,I-Women,34094,6226,94,5284,60,4558,198,9426,176,8534,59,6292
55444,kim nieto,I-Women,34095,6227,88,7921,60,4558,244,5364,197,7136,32,9116
17865,Jennifer Tucker,I-Women,34096,6228,92,6096,60,4558,237,6084,154,10223,54,7135
21694,Kate Murphy,I-Women,34102,6229,68,17017,63,3316,214,7738,240,1414,73,4617
4725,Lisa Currie,I-Women,34105,6230,85,9354,53,11255,202,8927,240,1414,81,3155
6833,Emily Newman,I-Women,34108,6231,94,5284,42,13068,189,10056,240,1414,75,4286
28158,lisa levito,I-Women,34113,6232,102,2584,60,4558,216,7529,1,14567,71,4875
57883,Samantha Kuplicki,I-Women,34118,6233,73,15122,90,159,252,4719,221,5911,48,8207
35100,Eileen Cantrell,I-Women,34120,6234,93,5693,52,11433,215,7667,240,1414,50,7913
47708,Elizabeth Mueller,I-Women,34121,6235,87,8379,60,4558,243,5431,190,7546,48,8207
33010,Meghan Shand,I-Women,34122,6236,81,11446,60,4558,203,8791,240,1414,50,7913
49127,Line Giertsen,I-Women,34122,6236,88,7921,55,10874,240,5729,200,6968,84,2630
14453,Sharon Saks,I-Women,34122,6236,86,8844,60,4558,220,7331,186,7821,66,5568
60676,Lydia Schneider,I-Women,34125,6239,91,6563,57,10520,223,7203,227,5698,76,4141
82233,Jera Lee Henry,I-Women,34129,6240,92,6096,60,4558,190,10010,205,6702,56,6763
37160,Debbie Olson,I-Women,34130,6241,83,10353,60,4558,201,9060,240,1414,36,8745
9362,Claire Hopkin,I-Women,34135,6242,86,8844,71,1846,211,8025,177,8455,55,6965
4234,Regan Windsor,I-Women,34137,6243,93,5693,60,4558,209,8208,184,7961,51,7717
72655,Laura Pullen,I-Women,34141,6244,85,9354,60,4558,230,6856,219,6024,53,7349
52805,Marie-Eve Gagnon,I-Women,34147,6245,100,3270,60,4558,209,8208,120,12796,68,5315
57391,Sarah Wheaton,I-Women,34154,6246,81,11446,60,4558,240,5729,188,7697,72,4724
8259,Emily Shanks,I-Women,34159,6247,88,7921,60,4558,208,8271,193,7372,61,6037
80060,Jennifer Marker,I-Women,34161,6248,84,9875,60,4558,262,4231,205,6702,35,8795
40228,sarah roberts,I-Women,34176,6249,102,2584,60,4558,184,10249,192,7423,30,9362
1892,Lisa De Vargas,I-Women,34186,6250,87,8379,60,4558,252,4719,177,8455,49,8075
49284,Olivia Harlow,I-Women,34194,6251,93,5693,60,4558,201,9060,162,9568,68,5315
30359,Kristin Gaynor,I-Women,34203,6252,78,12962,64,3065,207,8329,240,1414,45,8433
45613,Michel Haener,I-Women,34205,6253,86,8844,64,3065,227,6995,166,9264,61,6037
2283,Andrea Jones,I-Women,34216,6254,95,4890,58,10338,239,5838,199,7042,60,6108
34793,Jill Anstett,I-Women,34223,6255,87,8379,53,11255,232,6573,240,1414,57,6602
21887,Kristen Althouse,I-Women,34223,6255,93,5693,56,10703,232,6573,200,6968,75,4286
45114,Holly Hagan,I-Women,34236,6257,90,7018,60,4558,231,6651,160,9717,59,6292
53477,Tiffani Arnold,I-Women,34256,6258,89,7552,62,3630,249,4958,149,10981,54,7135
53017,Karma Broemeling,I-Women,34257,6259,95,4890,34,14287,203,8791,240,1414,71,4875
56661,Courtney Swaney,I-Women,34261,6260,100,3270,60,4558,207,8329,180,8233,17,9871
52327,Karen Connolly,I-Women,34266,6261,84,9875,60,4558,214,7738,218,6058,61,6037
42677,Kristina Chen,I-Women,34283,6262,86,8844,60,4558,249,4958,215,6204,27,9719
55155,Melissa Chapman,I-Women,34285,6263,75,14267,60,4558,212,7938,240,1414,60,6108
35812,Trudy Marquardt,I-Women,34289,6264,87,8379,60,4558,270,3722,164,9423,48,8207
48748,Sanna Seveholt,I-Women,34292,6265,91,6563,60,4558,222,7235,127,12378,79,3558
41917,Mary Hudson,I-Women,34297,6266,84,9875,60,4558,214,7738,240,1414,3,10712
3775,Sarah Chaney,I-Women,34297,6266,92,6096,60,4558,199,9310,176,8534,64,5799
19670,Lauren Corcoran,I-Women,34310,6268,74,14774,60,4558,251,4834,211,6386,78,3758
22733,Tracy Haest,I-Women,34312,6269,89,7552,60,4558,238,5961,206,6637,28,9604
67384,Tamara Espinet,I-Women,34315,6270,107,1420,47,12264,220,7331,212,6335,55,6965
19334,Jacqueline Feher,I-Women,34325,6271,88,7921,64,3065,135,12913,240,1414,33,9012
15837,Enwei Liber,I-Women,34334,6272,90,7018,37,13811,199,9310,240,1414,83,2781
17362,Karen Sumner,I-Women,34340,6273,81,11446,62,3630,281,2898,228,5654,3,10712
18260,Rachael DeYoung,I-Women,34342,6274,78,12962,75,1322,240,5729,156,10043,75,4286
48325,Melissa Roy,I-Women,34347,6275,103,2314,60,4558,208,8271,165,9333,17,9871
52248,Sarah Brown,I-Women,34347,6275,94,5284,54,11087,267,3897,171,8893,69,5186
52318,Melissa Else,I-Women,34351,6277,83,10353,60,4558,179,10504,240,1414,52,7522
51512,Patricia Maddox,I-Women,34356,6278,85,9354,60,4558,231,6651,187,7756,61,6037
64150,Jessielyn Lacap,I-Women,34358,6279,87,8379,60,4558,252,4719,140,11516,69,5186
73459,Jennifer Eggertsen,I-Women,34365,6280,94,5284,53,11255,215,7667,240,1414,36,8745
51114,Melissa Varty,I-Women,34369,6281,75,14267,60,4558,227,6995,240,1414,54,7135
22936,Tracy Seman,I-Women,34377,6282,83,10353,60,4558,215,7667,225,5762,61,6037
41954,Kim Barrett,I-Women,34381,6283,97,4201,60,4558,209,8208,193,7372,15,10042
45998,Kacie Stevens,I-Women,34384,6284,75,14267,61,4006,239,5838,208,6515,78,3758
62919,Katie Smirnov,I-Women,34386,6285,83,10353,60,4558,205,8576,219,6024,71,4875
33300,Mandi Davidson,I-Women,34395,6286,92,6096,60,4558,237,6084,135,11858,64,5799
45904,Cristie Castaldi,I-Women,34397,6287,84,9875,60,4558,231,6651,236,5400,50,7913
40845,Helen Reece,I-Women,34399,6288,77,13376,60,4558,216,7529,240,1414,52,7522
44687,Kathryn Percy,I-Women,34400,6289,105,1819,33,14443,239,5838,227,5698,57,6602
17446,Sara House,I-Women,34402,6290,84,9875,63,3316,209,8208,228,5654,53,7349
78006,Stephanie Evans,I-Women,34407,6291,91,6563,60,4558,239,5838,126,12438,70,5010
36517,Megan Childs,I-Women,34409,6292,90,7018,41,13218,231,6651,240,1414,60,6108
71866,Chantal Theberge,I-Women,34409,6292,78,12962,60,4558,238,5961,215,6204,72,4724
37001,Jamie Cook,I-Women,34412,6294,80,11989,70,1993,252,4719,189,7636,49,8075
52134,MARTA PUCH�?N,I-Women,34415,6295,87,8379,60,4558,210,8104,234,5461,50,7913
82990,Kristin Szymczak,I-Women,34417,6296,76,13820,61,4006,171,11036,240,1414,76,4141
46691,Diana Noyes,I-Women,34417,6296,84,9875,52,11433,214,7738,240,1414,77,3957
53072,Megan Dreger,I-Women,34417,6296,90,7018,60,4558,199,9310,192,7423,60,6108
23998,Candice Masson,I-Women,34421,6299,102,2584,34,14287,176,10698,241,1152,65,5700
43491,Olof Asta Stefansdottir,I-Women,34421,6299,90,7018,60,4558,217,7475,165,9333,61,6037
27196,Hilary Riordan,I-Women,34427,6301,101,2921,60,4558,202,8927,113,13146,71,4875
44513,Amy Gandy,I-Women,34432,6302,92,6096,69,2133,99,14077,240,1414,3,10712
2237,Dirranie Kirby,I-Women,34433,6303,93,5693,66,2633,65,14651,240,1414,15,10042
37039,Sarah McDowell,I-Women,34433,6303,72,15499,60,4558,261,4283,220,5952,76,4141
17683,Krista Park,I-Women,34442,6305,74,14774,60,4558,225,7094,240,1414,57,6602
22563,jacquelyn west,I-Women,34443,6306,67,17273,63,3316,239,5838,240,1414,57,6602
31066,Sarah Snoots,I-Women,34445,6307,106,1604,38,13672,195,9680,240,1414,49,8075
47803,kristen hardy,I-Women,34446,6308,84,9875,60,4558,207,8329,230,5576,60,6108
21772,Courtney Colombo,I-Women,34452,6309,89,7552,60,4558,207,8329,202,6878,54,7135
52948,Amanda DeMeo,I-Women,34465,6310,81,11446,69,2133,220,7331,187,7756,64,5799
28396,Amber Holmes,I-Women,34472,6311,85,9354,60,4558,248,5039,142,11380,76,4141
5523,Leiko Bowles,I-Women,34472,6311,88,7921,60,4558,248,5039,134,11944,70,5010
77384,allison vaughn,I-Women,34476,6313,77,13376,60,4558,263,4178,214,6256,60,6108
48064,Sarah LoBue,I-Women,34477,6314,78,12962,77,1118,208,8271,240,1414,3,10712
35467,Erin Kelly,I-Women,34484,6315,95,4890,60,4558,239,5838,169,9071,14,10127
82625,Kelly Hughes,I-Women,34495,6316,81,11446,60,4558,225,7094,220,5952,67,5445
13649,Sarah Pampaloni,I-Women,34497,6317,79,12579,60,4558,254,4628,190,7546,69,5186
31642,Amy Dorazi,I-Women,34506,6318,109,1129,60,4558,179,10504,150,10598,51,7717
21290,Alison Carrubba,I-Women,34509,6319,91,6563,60,4558,228,6933,190,7546,34,8909
10364,Lauren Sandoval,I-Women,34517,6320,80,11989,60,4558,260,4325,213,6296,53,7349
43512,Amelia Schrader,I-Women,34523,6321,97,4201,60,4558,205,8576,154,10223,55,6965
75617,Jill Gellner,I-Women,34524,6322,75,14267,64,3065,227,6995,221,5911,75,4286
2520,Emily Kaffel,I-Women,34538,6323,87,8379,60,4558,201,9060,230,5576,55,6965
25953,Lindsay Calkins,I-Women,34539,6324,85,9354,60,4558,191,9967,240,1414,31,9246
76778,Kristin Smith,I-Women,34545,6325,87,8379,60,4558,183,10285,222,5878,67,5445
44138,Lindsey Foster,I-Women,34547,6326,89,7552,60,4558,281,2898,172,8827,3,10712
42870,Lenore King,I-Women,34548,6327,95,4890,33,14443,203,8791,240,1414,70,5010
30402,Kiera Sanford,I-Women,34554,6328,90,7018,60,4558,217,7475,151,10493,70,5010
48551,Christina Upton,I-Women,34555,6329,83,10353,60,4558,186,10155,240,1414,49,8075
22025,Olivia Kaye,I-Women,34559,6330,85,9354,60,4558,248,5039,150,10598,70,5010
30481,Nadine Dunlop,I-Women,34560,6331,91,6563,43,12913,197,9529,240,1414,76,4141
48602,Sara Jane Nichols,I-Women,34561,6332,92,6096,60,4558,225,7094,188,7697,32,9116
51589,Tanya Murray,I-Women,34565,6333,83,10353,60,4558,209,8208,222,5878,66,5568
65739,Meghan Watkins,I-Women,34584,6334,100,3270,32,14629,261,4283,205,6702,65,5700
30654,Esther Warnick,I-Women,34594,6335,94,5284,60,4558,140,12626,240,1414,3,10712
28691,Rachelle Daniel,I-Women,34598,6336,95,4890,51,11618,211,8025,240,1414,40,8651
61588,Michelle Sribyatta,I-Women,34613,6337,133,20,30,15161,246,5214,198,7083,54,7135
45010,Sarah Hughes,I-Women,34613,6337,95,4890,60,4558,200,9196,223,5842,14,10127
20934,Courtney Schuetz,I-Women,34627,6339,90,7018,60,4558,204,8671,184,7961,58,6419
44334,Laura Head,I-Women,34638,6340,81,11446,58,10338,224,7154,240,1414,75,4286
46694,Megan Duty,I-Women,34639,6341,80,11989,61,4006,267,3897,177,8455,59,6292
13802,Elyse Persico,I-Women,34640,6342,101,2921,1,18257,363,481,249,253,1,12728
1850,Jamie Dennis,I-Women,34658,6343,81,11446,60,4558,244,5364,165,9333,77,3957
41267,Megan Liptak,I-Women,34662,6344,92,6096,60,4558,228,6933,181,8166,34,8909
16786,Kathy Hayes,I-Women,34682,6345,83,10353,63,3316,256,4539,225,5762,3,10712
43896,Brigid Hogan,I-Women,34687,6346,81,11446,60,4558,221,7285,227,5698,65,5700
16995,Christine Umstatter,I-Women,34691,6347,80,11989,66,2633,253,4667,157,9957,67,5445
80456,Lauren Fouts,I-Women,34694,6348,79,12579,60,4558,206,8508,207,6587,85,2462
70150,Melanie Dopson,I-Women,34697,6349,83,10353,60,4558,237,6084,172,8827,71,4875
53631,Chantell Taylor,I-Women,34700,6350,87,8379,60,4558,211,8025,197,7136,57,6602
20443,Tiffany Yao,I-Women,34701,6351,98,3908,61,4006,207,8329,146,11109,53,7349
8961,Tammi Law,I-Women,34712,6352,95,4890,60,4558,220,7331,185,7891,15,10042
81841,Elizabeth Burkhart,I-Women,34713,6353,86,8844,60,4558,231,6651,143,11310,80,3350
57141,Jennifer Howitt,I-Women,34713,6353,95,4890,59,10207,239,5838,214,6256,52,7522
69864,Lisa Clifford,I-Women,34717,6355,68,17017,61,4006,225,7094,240,1414,69,5186
17777,Cari Metler,I-Women,34724,6356,87,8379,60,4558,229,6896,187,7756,54,7135
45188,Brittany Mckinnon,I-Women,34736,6357,95,4890,59,10207,238,5961,180,8233,67,5445
29542,Ruth Camasmie,I-Women,34738,6358,89,7552,60,4558,203,8791,225,5762,49,8075
67567,Elissa reisman,I-Women,34739,6359,86,8844,44,12754,234,6412,240,1414,68,5315
17290,Ashliegh Normil,I-Women,34745,6360,74,14774,68,2289,375,367,140,11516,64,5799
34666,Ashley Anastasi,I-Women,34751,6361,117,328,40,13381,235,6317,134,11944,83,2781
47043,Kathryn Gentz,I-Women,34762,6362,92,6096,56,10703,239,5838,232,5523,57,6602
21617,Jessica Ranalli,I-Women,34764,6363,98,3908,60,4558,210,8104,119,12879,68,5315
43527,Cori Di Donato,I-Women,34770,6364,95,4890,60,4558,200,9196,154,10223,63,5903
28563,Kelly Sigler,I-Women,34778,6365,84,9875,60,4558,232,6573,206,6637,54,7135
74780,Nina van Rij,I-Women,34779,6366,115,467,30,15161,172,10974,240,1414,56,6763
41571,Meagan Kellert,I-Women,34779,6366,98,3908,30,15161,190,10010,240,1414,75,4286
7680,Heidi Toft,I-Women,34780,6368,78,12962,66,2633,246,5214,218,6058,50,7913
9544,Kelli Moro,I-Women,34797,6369,95,4890,54,11087,253,4667,152,10395,78,3758
53211,Mallory O'Berry,I-Women,34815,6370,86,8844,52,11433,212,7938,240,1414,69,5186
30219,Lucy Brosche,I-Women,34822,6371,79,12579,60,4558,236,6216,219,6024,67,5445
33394,Kristin Kenney,I-Women,34828,6372,76,13820,60,4558,232,6573,238,5339,74,4538
26357,Rose Frey,I-Women,34834,6373,102,2584,31,14847,248,5039,225,5762,57,6602
23481,Christina Marston,I-Women,34835,6374,77,13376,77,1118,221,7285,163,9498,79,3558
60598,Caeli Hurley,I-Women,34844,6375,111,833,58,10338,214,7738,165,9333,57,6602
66247,Tracy Lippincott,I-Women,34844,6375,80,11989,60,4558,248,5039,176,8534,72,4724
55655,Kristin Ratnofsky,I-Women,34853,6377,99,3645,58,10338,236,6216,185,7891,56,6763
32546,Jessica Robertson,I-Women,34872,6378,90,7018,60,4558,170,11170,240,1414,3,10712
61043,Leanna Ross,I-Women,34874,6379,77,13376,60,4558,218,7420,225,5762,78,3758
15809,Kelila Ranney,I-Women,34875,6380,67,17273,71,1846,248,5039,210,6431,75,4286
46050,Lisa Tracy,I-Women,34875,6380,91,6563,60,4558,206,8508,172,8827,58,6419
7616,Shannon Blyth,I-Women,34877,6382,83,10353,60,4558,213,7840,240,1414,3,10712
54957,Kara freudeman,I-Women,34888,6383,86,8844,60,4558,236,6216,219,6024,31,9246
58932,Laci Kavanagh,I-Women,34892,6384,84,9875,60,4558,266,4049,227,5698,3,10712
23272,Emily Nichols,I-Women,34897,6385,88,7921,60,4558,197,9529,194,7321,66,5568
24075,Sara Lynn,I-Women,34898,6386,84,9875,60,4558,206,8508,175,8607,80,3350
